id,q1_raw,q2_raw,q3_raw,q4_raw,q5_raw,q6_raw,q7_raw,q8_raw,q9_raw,q10_raw,q1_adj,q2_adj,q3_adj,q4_adj,q5_adj,q6_adj,q7_adj,q8_adj,q9_adj,q10_adj,skor_total,label
829,2,4,2,3,3,1,0,1,1,0,2,4,2,3,3,3,4,3,3,4,31,TINGGI
830,3,0,0,1,4,4,4,1,2,3,3,0,0,1,4,0,0,3,2,1,14,SEDANG
831,1,1,2,4,3,4,3,3,4,1,1,1,2,4,3,0,1,1,0,3,16,SEDANG
832,3,0,3,1,1,4,2,4,3,4,3,0,3,1,1,0,2,0,1,0,11,RENDAH
833,1,0,1,0,3,1,2,1,0,2,1,0,1,0,3,3,2,3,4,2,19,SEDANG
834,0,0,2,0,1,3,0,1,4,3,0,0,2,0,1,1,4,3,0,1,12,RENDAH
835,4,2,2,4,0,3,4,0,3,2,4,2,2,4,0,1,0,4,1,2,20,SEDANG
836,2,4,0,0,3,2,3,1,4,2,2,4,0,0,3,2,1,3,0,2,17,SEDANG
837,3,1,4,4,3,0,1,2,2,3,3,1,4,4,3,4,3,2,2,1,27,TINGGI
838,2,2,4,3,4,3,2,2,2,2,2,2,4,3,4,1,2,2,2,2,24,SEDANG
839,1,4,3,0,1,1,1,4,2,0,1,4,3,0,1,3,3,0,2,4,21,SEDANG
840,4,2,4,3,2,1,0,2,1,4,4,2,4,3,2,3,4,2,3,0,27,TINGGI
841,1,2,1,2,2,1,4,0,4,0,1,2,1,2,2,3,0,4,0,4,19,SEDANG
842,2,1,2,2,0,2,2,0,4,1,2,1,2,2,0,2,2,4,0,3,18,SEDANG
843,3,2,2,4,4,2,4,4,4,4,3,2,2,4,4,2,0,0,0,0,17,SEDANG
844,4,4,0,0,1,1,0,1,0,0,4,4,0,0,1,3,4,3,4,4,27,TINGGI
845,0,1,0,1,0,0,1,4,3,3,0,1,0,1,0,4,3,0,1,1,11,RENDAH
846,4,3,3,1,4,3,3,1,0,2,4,3,3,1,4,1,1,3,4,2,26,SEDANG
847,2,3,2,0,4,4,3,1,1,3,2,3,2,0,4,0,1,3,3,1,19,SEDANG
848,3,4,3,2,2,3,0,0,1,2,3,4,3,2,2,1,4,4,3,2,28,TINGGI
849,0,1,0,2,2,1,4,4,1,4,0,1,0,2,2,3,0,0,3,0,11,RENDAH
850,1,1,3,4,3,0,2,2,1,1,1,1,3,4,3,4,2,2,3,3,26,SEDANG
851,3,3,0,1,3,0,2,3,0,1,3,3,0,1,3,4,2,1,4,3,24,SEDANG
852,2,2,4,4,2,4,4,3,0,1,2,2,4,4,2,0,0,1,4,3,22,SEDANG
853,3,1,3,1,3,0,2,0,4,3,3,1,3,1,3,4,2,4,0,1,22,SEDANG
854,4,3,3,4,2,1,4,3,2,4,4,3,3,4,2,3,0,1,2,0,22,SEDANG
855,1,0,4,3,2,0,2,3,4,2,1,0,4,3,2,4,2,1,0,2,19,SEDANG
856,3,2,0,1,1,1,3,1,0,4,3,2,0,1,1,3,1,3,4,0,18,SEDANG
857,1,3,0,4,1,0,1,4,1,3,1,3,0,4,1,4,3,0,3,1,20,SEDANG
858,3,2,2,1,4,4,3,4,1,3,3,2,2,1,4,0,1,0,3,1,17,SEDANG
859,4,2,3,4,4,2,0,1,2,4,4,2,3,4,4,2,4,3,2,0,28,TINGGI
860,3,2,3,4,4,4,2,3,4,3,3,2,3,4,4,0,2,1,0,1,20,SEDANG
861,3,4,4,0,3,0,0,2,2,1,3,4,4,0,3,4,4,2,2,3,29,TINGGI
862,0,4,1,2,4,3,4,4,4,4,0,4,1,2,4,1,0,0,0,0,12,RENDAH
863,3,2,2,4,2,4,0,3,4,3,3,2,2,4,2,0,4,1,0,1,19,SEDANG
864,0,0,0,1,1,3,3,3,1,1,0,0,0,1,1,1,1,1,3,3,11,RENDAH
865,2,3,4,2,2,4,0,1,1,2,2,3,4,2,2,0,4,3,3,2,25,SEDANG
866,3,3,4,1,0,1,3,2,4,0,3,3,4,1,0,3,1,2,0,4,21,SEDANG
867,2,0,4,3,1,0,3,1,0,4,2,0,4,3,1,4,1,3,4,0,22,SEDANG
868,1,1,4,4,0,0,0,4,3,0,1,1,4,4,0,4,4,0,1,4,23,SEDANG
869,1,0,0,4,3,3,4,4,4,1,1,0,0,4,3,1,0,0,0,3,12,RENDAH
870,3,0,3,1,4,4,3,4,4,3,3,0,3,1,4,0,1,0,0,1,13,RENDAH
871,4,2,3,2,4,4,1,2,0,1,4,2,3,2,4,0,3,2,4,3,27,TINGGI
872,0,2,0,0,1,2,1,2,4,3,0,2,0,0,1,2,3,2,0,1,11,RENDAH
873,4,4,3,4,1,3,3,3,0,0,4,4,3,4,1,1,1,1,4,4,27,TINGGI
874,0,2,3,0,2,4,1,3,3,4,0,2,3,0,2,0,3,1,1,0,12,RENDAH
875,4,0,4,2,3,2,2,0,1,0,4,0,4,2,3,2,2,4,3,4,28,TINGGI
876,4,3,1,4,2,1,4,1,0,1,4,3,1,4,2,3,0,3,4,3,27,TINGGI
877,3,1,1,3,2,0,3,0,1,0,3,1,1,3,2,4,1,4,3,4,26,SEDANG
878,4,0,0,2,0,4,4,0,1,4,4,0,0,2,0,0,0,4,3,0,13,RENDAH
879,4,3,4,4,3,0,0,4,1,2,4,3,4,4,3,4,4,0,3,2,31,TINGGI
880,0,0,4,0,1,4,0,0,4,1,0,0,4,0,1,0,4,4,0,3,16,SEDANG
881,2,0,4,2,1,2,2,1,2,1,2,0,4,2,1,2,2,3,2,3,21,SEDANG
882,1,4,4,4,2,2,0,2,0,1,1,4,4,4,2,2,4,2,4,3,30,TINGGI
883,4,0,4,2,4,0,3,1,0,2,4,0,4,2,4,4,1,3,4,2,28,TINGGI
884,2,1,3,1,1,3,4,4,3,3,2,1,3,1,1,1,0,0,1,1,11,RENDAH
885,4,1,3,0,4,4,3,2,1,1,4,1,3,0,4,0,1,2,3,3,21,SEDANG
886,1,4,2,0,4,4,4,2,0,2,1,4,2,0,4,0,0,2,4,2,19,SEDANG
887,1,4,1,0,0,2,2,3,0,2,1,4,1,0,0,2,2,1,4,2,17,SEDANG
888,3,0,1,1,0,4,0,4,4,1,3,0,1,1,0,0,4,0,0,3,12,RENDAH
889,4,2,1,0,1,2,0,1,2,0,4,2,1,0,1,2,4,3,2,4,23,SEDANG
890,2,1,4,2,2,1,0,0,1,2,2,1,4,2,2,3,4,4,3,2,27,TINGGI
891,2,3,1,4,2,2,4,3,2,0,2,3,1,4,2,2,0,1,2,4,21,SEDANG
892,2,4,0,1,0,4,4,0,4,4,2,4,0,1,0,0,0,4,0,0,11,RENDAH
893,4,4,1,4,4,1,4,0,0,1,4,4,1,4,4,3,0,4,4,3,31,TINGGI
894,1,2,2,0,0,3,4,2,0,4,1,2,2,0,0,1,0,2,4,0,12,RENDAH
895,2,1,4,4,1,1,1,1,2,0,2,1,4,4,1,3,3,3,2,4,27,TINGGI
896,0,1,2,1,2,4,3,4,1,3,0,1,2,1,2,0,1,0,3,1,11,RENDAH
897,2,4,4,3,2,3,2,1,1,1,2,4,4,3,2,1,2,3,3,3,27,TINGGI
898,4,0,0,0,3,3,2,1,4,4,4,0,0,0,3,1,2,3,0,0,13,RENDAH
899,4,1,3,0,4,2,2,2,0,2,4,1,3,0,4,2,2,2,4,2,24,SEDANG
900,4,2,2,0,1,2,1,3,2,2,4,2,2,0,1,2,3,1,2,2,19,SEDANG
901,3,4,3,1,3,0,3,1,1,2,3,4,3,1,3,4,1,3,3,2,27,TINGGI
902,2,1,3,1,2,4,2,0,1,2,2,1,3,1,2,0,2,4,3,2,20,SEDANG
903,2,0,1,2,3,1,3,1,4,3,2,0,1,2,3,3,1,3,0,1,16,SEDANG
904,4,2,0,3,2,1,1,3,4,1,4,2,0,3,2,3,3,1,0,3,21,SEDANG
905,2,4,0,2,4,3,4,1,1,4,2,4,0,2,4,1,0,3,3,0,19,SEDANG
906,1,3,3,0,3,4,2,3,3,4,1,3,3,0,3,0,2,1,1,0,14,SEDANG
907,2,1,4,0,4,0,4,1,2,1,2,1,4,0,4,4,0,3,2,3,23,SEDANG
908,2,0,3,4,3,0,1,2,2,0,2,0,3,4,3,4,3,2,2,4,27,TINGGI
909,0,4,2,2,0,0,0,0,3,2,0,4,2,2,0,4,4,4,1,2,23,SEDANG
910,0,2,2,4,1,2,3,4,2,0,0,2,2,4,1,2,1,0,2,4,18,SEDANG
911,3,3,1,4,1,3,1,4,4,3,3,3,1,4,1,1,3,0,0,1,17,SEDANG
912,1,2,0,4,3,4,0,0,1,2,1,2,0,4,3,0,4,4,3,2,23,SEDANG
913,2,4,1,2,2,0,2,0,4,4,2,4,1,2,2,4,2,4,0,0,21,SEDANG
914,4,1,3,3,4,4,2,4,4,4,4,1,3,3,4,0,2,0,0,0,17,SEDANG
915,2,0,3,0,2,4,1,2,0,0,2,0,3,0,2,0,3,2,4,4,20,SEDANG
916,0,0,4,0,3,3,4,3,3,1,0,0,4,0,3,1,0,1,1,3,13,RENDAH
917,4,2,4,4,1,3,1,1,0,3,4,2,4,4,1,1,3,3,4,1,27,TINGGI
918,2,4,2,1,0,4,4,3,3,2,2,4,2,1,0,0,0,1,1,2,13,RENDAH
919,1,4,4,3,2,3,2,0,1,2,1,4,4,3,2,1,2,4,3,2,26,SEDANG
920,4,3,3,2,2,2,0,1,1,1,4,3,3,2,2,2,4,3,3,3,29,TINGGI
921,0,3,4,4,0,1,2,0,0,1,0,3,4,4,0,3,2,4,4,3,27,TINGGI
922,0,3,4,0,2,2,3,0,4,0,0,3,4,0,2,2,1,4,0,4,20,SEDANG
923,0,0,3,1,0,2,3,3,4,1,0,0,3,1,0,2,1,1,0,3,11,RENDAH
924,3,3,4,3,2,2,0,4,2,0,3,3,4,3,2,2,4,0,2,4,27,TINGGI
925,3,4,1,1,4,3,1,2,3,4,3,4,1,1,4,1,3,2,1,0,20,SEDANG
926,4,1,3,2,2,1,1,1,0,0,4,1,3,2,2,3,3,3,4,4,29,TINGGI
927,0,0,4,0,4,0,4,4,4,4,0,0,4,0,4,4,0,0,0,0,12,RENDAH
928,2,4,4,4,4,4,2,0,0,2,2,4,4,4,4,0,2,4,4,2,30,TINGGI
929,1,0,4,3,0,0,0,0,1,0,1,0,4,3,0,4,4,4,3,4,27,TINGGI
930,0,2,3,1,2,2,0,1,2,0,0,2,3,1,2,2,4,3,2,4,23,SEDANG
931,1,4,4,3,2,0,0,2,1,2,1,4,4,3,2,4,4,2,3,2,29,TINGGI
932,0,2,1,4,2,1,1,1,1,2,0,2,1,4,2,3,3,3,3,2,23,SEDANG
933,0,0,0,2,2,2,4,4,4,1,0,0,0,2,2,2,0,0,0,3,9,RENDAH
934,0,1,3,1,0,0,4,4,1,1,0,1,3,1,0,4,0,0,3,3,15,SEDANG
935,1,1,4,3,1,4,0,3,4,0,1,1,4,3,1,0,4,1,0,4,19,SEDANG
936,0,0,3,0,0,3,3,4,0,0,0,0,3,0,0,1,1,0,4,4,13,RENDAH
937,4,1,3,2,4,4,0,1,4,4,4,1,3,2,4,0,4,3,0,0,21,SEDANG
938,0,3,4,1,1,0,1,0,1,1,0,3,4,1,1,4,3,4,3,3,26,SEDANG
939,0,1,2,0,4,1,3,3,4,1,0,1,2,0,4,3,1,1,0,3,15,SEDANG
940,0,3,0,4,1,4,3,4,3,3,0,3,0,4,1,0,1,0,1,1,11,RENDAH
941,1,1,0,0,1,1,4,3,4,3,1,1,0,0,1,3,0,1,0,1,8,RENDAH
942,4,0,1,0,0,3,2,4,0,4,4,0,1,0,0,1,2,0,4,0,12,RENDAH
943,3,2,4,1,1,1,1,4,2,0,3,2,4,1,1,3,3,0,2,4,23,SEDANG
944,4,2,2,4,4,0,1,2,0,0,4,2,2,4,4,4,3,2,4,4,33,TINGGI
945,2,4,4,3,2,0,2,0,4,1,2,4,4,3,2,4,2,4,0,3,28,TINGGI
946,2,1,4,1,4,2,2,2,2,0,2,1,4,1,4,2,2,2,2,4,24,SEDANG
947,3,3,1,3,1,2,1,0,0,1,3,3,1,3,1,2,3,4,4,3,27,TINGGI
948,3,2,4,4,3,0,4,0,0,1,3,2,4,4,3,4,0,4,4,3,31,TINGGI
949,1,3,2,1,0,3,4,3,2,3,1,3,2,1,0,1,0,1,2,1,12,RENDAH
950,2,1,3,4,4,0,1,2,0,4,2,1,3,4,4,4,3,2,4,0,27,TINGGI
951,3,4,4,4,0,4,1,0,0,3,3,4,4,4,0,0,3,4,4,1,27,TINGGI
952,3,4,1,0,0,1,4,2,1,2,3,4,1,0,0,3,0,2,3,2,18,SEDANG
953,3,2,4,3,2,3,0,0,1,1,3,2,4,3,2,1,4,4,3,3,29,TINGGI
954,0,3,1,0,2,3,0,0,3,2,0,3,1,0,2,1,4,4,1,2,18,SEDANG
955,3,0,2,0,4,2,1,1,1,3,3,0,2,0,4,2,3,3,3,1,21,SEDANG
956,0,0,3,0,2,2,3,2,1,3,0,0,3,0,2,2,1,2,3,1,14,SEDANG
957,2,0,1,3,4,1,0,0,2,0,2,0,1,3,4,3,4,4,2,4,27,TINGGI
958,4,4,4,3,0,0,0,4,1,2,4,4,4,3,0,4,4,0,3,2,28,TINGGI
959,4,4,4,2,4,2,4,0,2,2,4,4,4,2,4,2,0,4,2,2,28,TINGGI
960,4,2,1,0,4,3,2,1,2,4,4,2,1,0,4,1,2,3,2,0,19,SEDANG
961,4,3,4,3,4,2,3,0,0,1,4,3,4,3,4,2,1,4,4,3,32,TINGGI
962,3,0,3,0,4,0,1,3,3,2,3,0,3,0,4,4,3,1,1,2,21,SEDANG
963,3,2,2,2,4,0,4,3,3,3,3,2,2,2,4,4,0,1,1,1,20,SEDANG
964,3,1,2,2,0,0,0,2,0,2,3,1,2,2,0,4,4,2,4,2,24,SEDANG
965,1,3,3,3,4,1,0,2,1,3,1,3,3,3,4,3,4,2,3,1,27,TINGGI
966,3,1,0,2,2,3,4,4,2,4,3,1,0,2,2,1,0,0,2,0,11,RENDAH
967,4,2,4,2,0,4,3,1,1,0,4,2,4,2,0,0,1,3,3,4,23,SEDANG
968,2,3,3,4,4,1,1,3,0,1,2,3,3,4,4,3,3,1,4,3,30,TINGGI
969,0,3,0,1,1,2,0,4,4,3,0,3,0,1,1,2,4,0,0,1,12,RENDAH
970,0,4,0,0,0,4,2,3,0,1,0,4,0,0,0,0,2,1,4,3,14,SEDANG
971,2,0,4,3,0,4,4,2,4,4,2,0,4,3,0,0,0,2,0,0,11,RENDAH
972,1,1,3,1,2,4,2,4,4,1,1,1,3,1,2,0,2,0,0,3,13,RENDAH
973,4,1,4,4,4,2,2,1,0,1,4,1,4,4,4,2,2,3,4,3,31,TINGGI
974,4,4,2,3,2,4,2,0,3,2,4,4,2,3,2,0,2,4,1,2,24,SEDANG
975,3,3,1,3,4,2,0,2,1,0,3,3,1,3,4,2,4,2,3,4,29,TINGGI
976,4,3,4,3,4,0,1,3,3,1,4,3,4,3,4,4,3,1,1,3,30,TINGGI
977,1,3,3,2,4,0,2,4,4,4,1,3,3,2,4,4,2,0,0,0,19,SEDANG
978,2,4,1,1,2,3,0,2,0,2,2,4,1,1,2,1,4,2,4,2,23,SEDANG
979,4,0,0,1,2,0,1,4,3,4,4,0,0,1,2,4,3,0,1,0,15,SEDANG
980,4,0,2,2,4,0,2,0,1,0,4,0,2,2,4,4,2,4,3,4,29,TINGGI
981,3,4,0,1,4,2,0,1,1,0,3,4,0,1,4,2,4,3,3,4,28,TINGGI
982,1,0,2,0,4,4,1,4,0,2,1,0,2,0,4,0,3,0,4,2,16,SEDANG
983,1,0,3,2,2,4,2,2,3,1,1,0,3,2,2,0,2,2,1,3,16,SEDANG
984,3,2,0,0,3,4,4,2,3,2,3,2,0,0,3,0,0,2,1,2,13,RENDAH
985,1,2,1,1,1,3,1,2,3,1,1,2,1,1,1,1,3,2,1,3,16,SEDANG
986,3,3,4,4,0,1,0,4,4,4,3,3,4,4,0,3,4,0,0,0,21,SEDANG
987,4,2,0,1,0,2,1,4,3,4,4,2,0,1,0,2,3,0,1,0,13,RENDAH
988,4,3,4,4,2,4,3,3,4,3,4,3,4,4,2,0,1,1,0,1,20,SEDANG
989,0,4,0,1,0,3,2,0,4,3,0,4,0,1,0,1,2,4,0,1,13,RENDAH
990,0,4,2,2,2,1,0,0,1,1,0,4,2,2,2,3,4,4,3,3,27,TINGGI
991,3,2,4,4,4,2,0,3,4,1,3,2,4,4,4,2,4,1,0,3,27,TINGGI
992,1,4,0,2,4,3,0,0,3,0,1,4,0,2,4,1,4,4,1,4,25,SEDANG
993,1,0,2,2,2,4,2,0,1,4,1,0,2,2,2,0,2,4,3,0,16,SEDANG
994,0,3,1,2,1,4,0,3,4,4,0,3,1,2,1,0,4,1,0,0,12,RENDAH
995,4,1,4,2,3,0,0,4,1,0,4,1,4,2,3,4,4,0,3,4,29,TINGGI
996,0,0,0,0,2,1,4,1,1,3,0,0,0,0,2,3,0,3,3,1,12,RENDAH
997,2,0,3,3,1,4,4,2,0,3,2,0,3,3,1,0,0,2,4,1,16,SEDANG
998,4,2,2,4,0,2,0,0,0,2,4,2,2,4,0,2,4,4,4,2,28,TINGGI
999,4,3,3,3,3,3,4,3,2,2,4,3,3,3,3,1,0,1,2,2,22,SEDANG
1000,1,0,1,1,2,1,3,1,2,4,1,0,1,1,2,3,1,3,2,0,14,SEDANG
